year,event,gender,place,athlete_id,athlete_name,school,mark
2023,4x400,W,8,,,Duke,3:14.05
2023,HJ,W,1,7487638,Charity Griffith,Ball State,1.97m
2023,HJ,W,2,7729642,Lamara Distin,Texas A&M,1.87m
2023,HJ,W,3,8005705,Elena Kulichenko,Georgia,1.46m
2023,HJ,W,4,7989006,Lilian Turban,Hawaii,1.66m
2023,HJ,W,7,7540309,Cierra Tidwell,BYU,2.24m
2023,HJ,W,8,7497079,Taylor Beard,Cincinnati,2.28m
2023,PV,W,1,7495942,Julia Fixsen,Virginia Tech,3.56m
2023,PV,W,2,8324599,Nastassja Campbell,Washington,3.83m
2023,PV,W,3,7484536,Gennifer Hirata,South Dakota,3.74m
2023,PV,W,4,7528279,Sevanna Hanson,Arizona State,4.69m
2023,PV,W,5,7707244,Sydney Horn,High Point,4.17m
2023,PV,W,8,8235499,Kenna Stimmel,Virginia Tech,4.26m
2023,LJ,W,1,7958878,Ackelia Smith,Texas,6.88m
2023,LJ,W,2,8324337,Alyssa Jones,Stanford,6.86m
2023,LJ,W,3,8010897,Jasmine Moore,Florida,6.66m
2023,LJ,W,4,7488536,Alysah Hickey,Oregon,6.48m
2023,LJ,W,5,7732041,Claire  Bryant,Florida,6.44m
2023,LJ,W,6,7037704,Charisma Taylor,Tennessee,6.41m
2023,LJ,W,7,8010632,Emilia Sjostrand,San Jose St.,6.31m
2023,LJ,W,8,7731621,Synclair Savage,Louisville,6.30m
2023,TJ,W,1,8010897,Jasmine Moore,Florida,14.78m
2023,TJ,W,2,7958878,Ackelia Smith,Texas,14.54m
2023,TJ,W,3,7730606,Ruta Lasmane,Texas Tech,14.21m
2023,TJ,W,4,7037704,Charisma Taylor,Tennessee,13.93m
2023,TJ,W,5,6997737,Titiana Marsh,Georgia,13.67m
2023,TJ,W,6,7687408,Temitope Ojora,USC,13.66m
2023,TJ,W,7,8029262,Anne-Suzanna Fosther-Katta,Texas Tech,13.66m
2023,TJ,W,8,8235207,Mikeisha Welcome,Georgia,13.62m
2023,SP,W,1,7977784,Axelina Johansson,Nebraska,24.10m
2023,SP,W,2,8354294,Jorinde Van Klinken,Oregon,13.86m
2023,SP,W,3,8353875,Rosa Santana,UNLV,14.70m
2023,SP,W,4,8398788,Alida Van Daalen,Florida,22.39m
2023,SP,W,5,7722972,Jaida Ross,Oregon,15.03m
2023,SP,W,6,7493771,Mallory Kauffman,Penn State,16.92m
2023,SP,W,7,6584256,Josie Schaefer,Wisconsin,22.80m
2023,SP,W,8,7039504,Hannah Hall,Miami (Fla.),22.96m
2023,DT,W,1,8354294,Jorinde Van Klinken,Oregon,73.42m
2023,DT,W,2,7979969,Ashley Anumba,Virginia,62.35m
2023,DT,W,3,8398788,Alida Van Daalen,Florida,74.95m
2023,DT,W,4,7730608,Caisa-Marie Lindfors,Florida State,42.12m
2023,DT,W,5,6592751,Samantha  Lenton,Memphis,41.27m
2023,DT,W,6,7491617,Estel Valeanu,Harvard,57.09m
2023,DT,W,7,7002471,Gabby McDonald,Colorado St.,58.34m
2023,DT,W,8,7730828,Jade Whitfield,Oregon State,51.29m
2023,HT,W,1,7491616,Stephanie Ratcliffe,Harvard,73.63m
2023,HT,W,2,6574473,Madi Malone,Auburn,72.37m
2023,HT,W,3,7729246,Anna Purchase,California,71.47m
2023,HT,W,4,7511460,Emma Robbins,Kansas State,69.89m
2023,HT,W,5,7542360,Tara Simpson-Sullivan,Rice,67.00m
2023,HT,W,6,6557376,Shey Taiwo,Ole Miss,66.99m
2023,HT,W,7,8339459,Elisabet Rut Runarsdottir,Texas State,66.98m
2023,HT,W,8,6558758,Taylor Gorum,Alabama,66.60m
2023,JT,W,1,7729053,Rhema Otabor,Nebraska,42.83m
2023,JT,W,2,7986520,Lianna Davidson,Texas A&M,66.42m
2023,JT,W,3,7986521,Katelyn Fairchild,Texas A&M,52.17m
2023,JT,W,4,7730318,Maddie Harris,Nebraska,45.81m
2023,JT,W,5,7487690,Skylar Ciccolini,Missouri,40.90m
2023,JT,W,6,6992947,Sophia Rivera,Missouri,48.09m
2023,JT,W,7,8467686,Federica  Botter,UCLA,39.61m
2023,JT,W,8,6588923,Madison Wiltrout,North Carolina,67.15m
2022,100,M,1,7531871,Joseph Fahnbulleh,Florida,10.00
2022,100,M,2,7994600,Favour Ashe,Tennessee,10.08
2022,100,M,3,7728613,Javonte Harding,N. Carolina A&T,10.08
2022,100,M,4,7730597,JoVaughn Martin,Florida State,10.09
2022,100,M,5,7731977,Dedrick Vanover,Florida,10.16
2022,100,M,6,7495800,Matthew Boling,Georgia,10.18
2022,100,M,7,7722962,Micah Williams,Oregon,10.19
2022,100,M,8,7729846,Da'Marcus Fleming,LSU,10.20
2022,200,M,1,7531871,Joseph Fahnbulleh,Florida,25.39
2022,200,M,2,7495800,Matthew Boling,Georgia,18.12
2022,200,M,3,7980286,Udodi Onwuzurike,Stanford,20.36
2022,200,M,4,6588208,Micaiah Harris,Texas,26.18
2022,200,M,5,8016458,Tarsis Orogot,Alabama,26.01
2022,200,M,6,7721646,Shaun Maswanganyi,Houston,15.80
2022,200,M,7,7713620,Robert Gregory,TCU,15.41
2022,200,M,8,7036992,Courtney Lindsey,Texas Tech,17.78
2022,400,M,1,7495470,Randolph Ross,N. Carolina A&T,36.63
2022,400,M,2,8010865,Champion Allison,Florida,36.42
2022,400,M,3,6997785,Elija Godwin,Georgia,52.51
2022,400,M,4,7008872,Jonathan Jones,Texas,37.75
2022,400,M,5,7731978,Ryan Willie,Florida,58.05
2022,400,M,6,7974885,Richard Kuykendoll,Oklahoma,43.45
2022,400,M,7,7538741,Jevaughn Powell,UTEP,38.94
2022,400,M,8,7037364,Tyler Johnson,Ohio State,35.75
2022,800,M,1,8022881,Moad Zahafi,Texas Tech,1:44.49
2022,800,M,2,7722926,Navasky Anderson,Miss State,1:45.02
2022,800,M,3,7729617,Brandon Miller,Texas A&M,1:45.09
2022,800,M,4,8711106,Jason Gomez,Iowa State,1:46.34
2022,800,M,5,7383904,Sean Dolan,Villanova,1:46.38
2022,800,M,6,7930022,Dayton  Carlson,Arizona State,1:46.72
2022,800,M,7,7918236,Samuel  Rodman,Princeton,1:46.96
2022,800,M,8,5983045,Jonathan Schwind,Lipscomb,1:47.12
2022,1500,M,1,7480799,Joe Waskom,Washington,3:45.58
2022,1500,M,2,6901779,Mario Garcia Romo,Ole Miss,3:45.69
2022,1500,M,3,6476059,Sam Ellis,Princeton,3:45.82
2022,1500,M,4,7895663,Thomas Vanoppen,Wake Forest,3:46.03
2022,1500,M,5,7480790,Luke  Houser,Washington,3:46.13
2022,1500,M,6,5971060,Jonathan  Davis,Illinois,3:46.15
2022,1500,M,7,7910774,Nathan Green,Washington,3:46.26
2022,1500,M,8,7899902,Adam Spencer,Wisconsin,3:46.28
2022,5000,M,1,5461344,Olin  Hacker,Wisconsin,14:08.12
2022,5000,M,2,6025566,Morgan Beadlescomb,Michigan State,11:10.96
2022,5000,M,3,7711751,Nico Young,Northern Arizona,14:09.06
2022,5000,M,4,7697359,Ky Robinson,Stanford,16:44.69
2022,5000,M,5,7388938,Sam Gilman,Air Force,16:37.31
2022,5000,M,6,7893794,Michael Power,Tulsa,11:21.44
2022,5000,M,7,7910773,Brian Fay,Washington,11:13.46
2022,5000,M,8,5624063,Alex Ostberg,North Carolina,12:59.14
2022,10k,M,1,6891927,Dylan Jacobs,Notre Dame,26:30.78
2022,10k,M,2,7389301,Alex Maier,Oklahoma State,28:46.54
2022,10k,M,3,7409415,Abdihamid Nur,Northern Arizona,25:08.12
2022,10k,M,4,7697360,Cole Sprout,Stanford,26:50.15
2022,10k,M,5,7386914,Athanas  Kioko,Campbell,21:46.82
2022,10k,M,6,7416005,Charles Hicks,Stanford,34:14.44
2022,10k,M,7,7730602,Adriaan Wildschutt,Florida State,28:52.25
2022,10k,M,8,6591141,Aaron Bienenfeld,Oregon,22:56.23
2022,110H,M,1,6578646,Trey Cunningham,Florida State,9.36
2022,110H,M,2,6999405,Eric Edwards Jr.,LSU,16.70
2022,110H,M,3,7503401,Joshua Zeller,Michigan,10.61
2022,110H,M,4,7718288,Giano Roberts,Clemson,14.53
2022,110H,M,5,7044818,Lafranz Campbell,Clemson,11.71
2022,110H,M,6,8003659,Kentre Patterson,Ohio State,11.31
2022,110H,M,7,7482261,Justin Leaston,Charlotte,16.88
2022,110H,M,8,6972494,Omotade Ojora,USC,14.81
2022,400H,M,1,7729850,Sean Burrell,LSU,48.70
2022,400H,M,2,7019596,Malik Metivier,Texas Tech,49.13
2022,400H,M,3,6569704,Isaiah Levingston,Oklahoma,49.20
2022,400H,M,4,8017719,Nathaniel Ezekiel,Baylor,49.24
2022,400H,M,5,6547850,Quivell Jordan-Bacot,Houston,49.52
2022,400H,M,6,6531718,Drake Schneider,Montana State,49.75
2022,400H,M,7,6547924,Colten Yardley,BYU,50.10
2022,400H,M,8,7044237,James Smith,Texas A&M,50.19
2022,3000S,M,1,7727420,Ahmed  Jaziri,Eastern Kentucky,10:23.38
2022,3000S,M,2,6876443,Duncan Hamilton,Montana State,9:53.67
2022,3000S,M,3,7373057,Parker Stokes,Georgetown,5:54.21
2022,3000S,M,4,5977704,Ryan Smeeton,Oklahoma State,9:10.07
2022,3000S,M,5,6476063,Ed Trippas,Princeton,9:05.32
2022,3000S,M,6,6882592,Kenneth Rooks,BYU,10:38.26
2022,3000S,M,7,6011691,Alec Basten,Minnesota,7:28.44
2022,3000S,M,8,6429582,Matthew Wilkinson,Minnesota,9:50.89
2022,4x100,M,1,,,USC,38.11
2022,4x100,M,2,,,Florida,44.69
2022,4x100,M,3,,,Houston,46.37
2022,4x100,M,4,,,Tennessee,40.39
2022,4x100,M,5,,,Baylor,42.50
2022,4x100,M,6,,,Texas,34.77
2022,4x100,M,7,,,TCU,46.51
2022,4x100,M,8,,,N. Carolina A&T,32.66
2022,4x400,M,1,,,Florida,3:40.03
2022,4x400,M,2,,,USC,3:48.58
2022,4x400,M,3,,,Alabama,3:01.98
2022,4x400,M,4,,,Texas,2:21.72
2022,4x400,M,5,,,Texas A&M,3:50.79
2022,4x400,M,6,,,Kentucky,2:33.71
2022,4x400,M,7,,,Iowa,2:35.59
2022,4x400,M,8,,,N. Carolina A&T,2:22.86
2022,HJ,M,1,6533098,Tejaswin Shankar,Kansas State,1.91m
2022,HJ,M,2,6121266,Darius Carbin,Georgia,2.89m
2022,HJ,M,3,7019595,Dontavious Hill,Auburn,2.32m
2022,HJ,M,4,6569708,Vernon Turner,Oklahoma,2.81m
2022,HJ,M,5,6588212,Mitch Jacobson,Washington St.,2.14m
2022,HJ,M,6,7546465,Bryson DeBerry,UT-Arlington,2.77m
2022,HJ,M,7,7534612,Trey Allen,Louisville,2.16m
2022,HJ,M,8,6992911,Roberto Vilches,Missouri,1.63m
2022,PV,M,1,7975590,Sondre Guttormsen,Princeton,7.25m
2022,PV,M,2,6543213,Clayton Fritsch,Sam Houston,6.90m
2022,PV,M,3,7599292,Keaton Daniel,Kentucky,6.61m
2022,PV,M,4,7975589,Simen Guttormsen,Princeton,6.89m
2022,PV,M,5,7041294,Branson Ellis,Stephen F. Austin,5.76m
2022,PV,M,6,7540246,Zach McWhorter,BYU,7.06m
2022,PV,M,7,7983334,Clayton Simms,Kansas,6.44m
2022,PV,M,8,7719642,Kyle Rademeyer,South Alabama,6.88m
2022,LJ,M,1,7697085,Wayne Pinnock,Tennessee,8.00m
2022,LJ,M,2,7524768,Jeremiah Davis,Florida State,8.00m
2022,LJ,M,3,7524772,Isaac Grimes,Florida State,7.97m
2022,LJ,M,4,7487907,Carey McLeod,Tennessee,7.90m
2022,LJ,M,5,6988878,Brandon  Hicklin,N. Carolina A&T,7.86m
2022,LJ,M,6,6985983,A'Nan Bridgett,Rutgers,7.85m
2022,LJ,M,7,7725763,Stacy Brown Jr,Texas,7.81m
2022,LJ,M,8,7487909,Anthony Riley,Tennessee,7.80m
2022,TJ,M,1,6605817,Chengetayi Mapaya,TCU,12.95m
2022,TJ,M,2,7734303,Emmanuel Ihemeje,Oregon,14.65m
2022,TJ,M,3,7989903,Apalos Edwards,LSU,17.21m
2022,TJ,M,4,7038695,Keyshawn King,Stanford,16.16m
2022,TJ,M,5,6992896,Georgi Nachev,Missouri,12.62m
2022,TJ,M,6,7034968,Chris Welch,Texas Tech,17.30m
2022,TJ,M,7,7524768,Jeremiah Davis,Florida State,20.97m
2022,TJ,M,8,7735674,Nathan Crawford-Wallis,Prairie View,13.69m
2022,SP,M,1,6547040,Adrian Piperi,Texas,21.52m
2022,SP,M,2,6901432,Turner Washington,Arizona State,21.05m
2022,SP,M,3,6598183,Isaac Odugbesan,Alabama,20.48m
2022,SP,M,4,6533143,Jordan West,Tennessee,20.28m
2022,SP,M,5,6079450,Darius King,Northern Iowa,20.04m
2022,SP,M,6,6533352,Logan Calvin,Illinois State,19.89m
2022,SP,M,7,8003661,Hayden Tobias,Ohio State,19.86m
2022,SP,M,8,7966997,Nikolas Curtiss,Iowa,19.74m
2022,DT,M,1,7537580,Claudio Romero,Virginia,56.91m
2022,DT,M,2,8019706,Mykolas Alekna,California,78.06m
2022,DT,M,3,7930060,Ralford  Mullings,Arizona State,61.21m
2022,DT,M,4,6527557,Iffy Joyner,California,71.08m
2022,DT,M,5,6533951,Kaleb Siekmeier,Minnesota,68.39m
2022,DT,M,6,7534789,Jeffrey Williams,Miami (Fla.),50.28m
2022,DT,M,7,6586906,Elijah Mason,Washington,54.24m
2022,DT,M,8,7480316,Jordan Johnson,Iowa,65.47m
2022,HT,M,1,6104881,Logan Blomquist,SE Missouri,78.51m
2022,HT,M,2,7188295,Tyler Merkley,Penn State,93.06m
2022,HT,M,3,7537882,Kostas Zaltos,Minnesota,75.41m
2022,HT,M,4,7041008,Bobby Colantonio,Alabama,64.05m
2022,HT,M,5,6996705,Michael Bryan,Wichita State,52.24m
2022,HT,M,6,7977922,Alexander Talley,Nebraska,67.23m
2022,HT,M,7,8014116,Decio Andrade,Miami (Fla.),49.60m
2022,HT,M,8,7687398,Trey Knight,USC,72.85m
2022,JT,M,1,6874930,Marc Minichello,Penn,73.05m
2022,JT,M,2,6988187,Ethan Dabbs,Virginia,77.29m
2022,JT,M,3,6985940,Tzuriel Pedigo,LSU,83.63m
2022,JT,M,4,6547485,Taran Taylor,Wichita State,100.81m
2022,JT,M,5,7974488,Chinecherem Prosper  Nnamdi,Baylor,82.54m
2022,JT,M,6,7546466,Arthur Petersen,UT-Arlington,63.36m
2022,JT,M,7,7797902,DJ Jonsson,Miss State,86.97m
2022,JT,M,8,7495806,Ahmed Magour,Georgia,76.07m
2022,100,W,1,7087489,Julien Alfred,Texas,11.02
2022,100,W,2,7722970,Kemba Nelson,Oregon,11.02
2022,100,W,3,6995396,Abby Steiner,Kentucky,11.08
2022,100,W,4,7548443,Rosemary Chukwuma,Texas Tech,11.14
2022,100,W,5,7729916,Favour Ofili,LSU,11.17
2022,100,W,6,8042870,Grace Nwokocha,N. Carolina A&T,11.21
2022,100,W,7,7690425,Kevona Davis,Texas,11.22
2022,100,W,8,7540568,Melissa Jefferson,Coastal Carolina,11.24
2022,200,W,1,6995396,Abby Steiner,Kentucky,17.44
2022,200,W,2,7729916,Favour Ofili,LSU,25.80
2022,200,W,3,6586400,Anavia Battle,Ohio State,18.54
2022,200,W,4,7008903,Kynnedy Flannel,Texas,24.14
2022,200,W,5,7690425,Kevona Davis,Texas,17.55
2022,200,W,6,8042870,Grace Nwokocha,N. Carolina A&T,28.15
2022,200,W,7,7524761,Edidiong Odiong,Florida State,22.02
2022,200,W,8,7036762,Joella Lloyd,Tennessee,22.35
2022,400,W,1,7732042,Talitha  Diggs,Florida,49.99
2022,400,W,2,7496294,Charokee Young,Texas A&M,50.65
2022,400,W,3,7008907,Kennedy Simon,Texas,50.69
2022,400,W,4,6989583,Alexis Holmes,Kentucky,50.71
2022,400,W,5,7546402,Stacey Ann Williams,Texas,51.13
2022,400,W,6,7492615,Shae Anderson,UCLA,51.50
2022,400,W,7,7478918,Rosey Effiong,Arkansas,51.55
2022,400,W,8,7718448,Kavia Francis,Baylor,52.16
2022,800,W,1,6550329,Kristie Schoffield,Boise State,2:05.94
2022,800,W,2,6086448,McKenna Keegan,Villanova,1:30.07
2022,800,W,3,7481168,Gabija Galvydyte,Oklahoma State,1:52.02
2022,800,W,4,6904226,Imogen Barrett,Florida,1:59.61
2022,800,W,5,6871713,Sarah Hendrick,Kennesaw State,1:38.98
2022,800,W,6,7008908,Valery Tobias,Texas,1:40.65
2022,800,W,7,5977375,Aaliyah Miller,Baylor,2:16.59
2022,800,W,8,6895487,Katy-Ann McDonald,LSU,1:46.27
2022,1500,W,1,7367325,Sintayehu Vissa,Ole Miss,4:46.84
2022,1500,W,2,7791359,Micaela Degenero,Colorado,4:37.08
2022,1500,W,3,5962970,Christina Aragon,Stanford,4:00.00
2022,1500,W,4,6419176,Krissy Gear,Arkansas,4:55.07
2022,1500,W,5,6436596,Julia Heymach,Stanford,3:20.47
2022,1500,W,6,6430629,Emily Mackay,Binghamton,4:28.68
2022,1500,W,7,7687816,Shannon Flockhart,Providence,5:18.91
2022,1500,W,8,6982204,Eusila Chepkemei,Mid. Tenn. State,3:51.33
2022,5000,W,1,7704053,Katelyn Tuohy,NC State,16:41.05
2022,5000,W,2,7699859,Parker Valby,Florida,17:28.92
2022,5000,W,3,7389217,Taylor Roe,Oklahoma State,17:24.59
2022,5000,W,4,7376675,Mercy Chelangat,Alabama,16:01.53
2022,5000,W,5,6423728,Lauren Gregory,Arkansas,13:55.50
2022,5000,W,6,7791361,Abby Nichols,Colorado,17:06.40
2022,5000,W,7,7389428,Gracelyn Larkin,New Mexico,13:13.14
2022,5000,W,8,7388051,Isabel Van Camp,Arkansas,19:57.62
2022,10k,W,1,7376675,Mercy Chelangat,Alabama,32:37.08
2022,10k,W,2,7422260,Grace Forbes,Rice,32:48.07
2022,10k,W,3,6455158,Jenna Magness,Michigan State,32:59.96
2022,10k,W,4,7392925,Emily Covert,Colorado,33:14.64
2022,10k,W,5,6454342,Alexandra Hays,NC State,33:16.16
2022,10k,W,6,7389214,Gabby  Hentemann,Oklahoma State,33:18.04
2022,10k,W,7,7480903,Haley Herberg,Washington,33:20.33
2022,10k,W,8,7726451,Charlotte Dannatt,Georgetown,33:26.78
2022,100H,W,1,7511453,Alia Armstrong,LSU,12.57
2022,100H,W,2,7687405,Jasmine Jones,USC,12.66
2022,100H,W,3,6995394,Masai Russell,Kentucky,12.81
2022,100H,W,4,6988926,Paula  Salmon,N. Carolina A&T,12.85
2022,100H,W,5,7496293,Kaylah Robinson,Texas A&M,12.86
2022,100H,W,6,7545644,Destiny Huven,Wisconsin,12.92
2022,100H,W,7,6985909,Demisha Roswell,Texas Tech,12.94
2022,100H,W,8,7497320,Destinee  Rocker,South Carolina,13.07
2022,400H,W,1,7488009,Britton Wilson,Arkansas,46.86
2022,400H,W,2,8010896,Anna Hall,Florida,1:08.45
2022,400H,W,3,6583377,Lauren Hoffman,Duke,1:10.03
2022,400H,W,4,6995394,Masai Russell,Kentucky,1:01.98
2022,400H,W,5,6527547,Deshae Wise,Texas A&M,1:10.55
2022,400H,W,6,6592009,Bianca Stubler,Wisconsin,45.20
2022,400H,W,7,8010900,Vanessa Watson,Florida,53.42
2022,400H,W,8,7044242,Shannon Meisberger,Arizona,1:02.52
2022,3000S,W,1,6107448,Courtney Wayment,BYU,8:59.32
2022,3000S,W,2,6471626,Kayley DeLay,Yale,8:22.93
2022,3000S,W,3,7365150,Ceili McCabe,West Virginia,8:05.47
2022,3000S,W,4,5966782,Madison Boreman,Colorado,9:21.56
2022,3000S,W,5,7389432,Elise Thorner,New Mexico,7:10.50
2022,3000S,W,6,7612157,Kaylee Mitchell,Oregon State,10:32.05
2022,3000S,W,7,5965696,Logan Jolly,Arkansas,9:11.77
2022,3000S,W,8,6910593,Adva Cohen,New Mexico,9:01.07
2022,4x100,W,1,,,Texas,36.06
2022,4x100,W,2,,,Kentucky,47.66
2022,4x100,W,3,,,Oregon,38.76
2022,4x100,W,4,,,LSU,36.23
2022,4x100,W,5,,,Florida State,42.32
2022,4x100,W,6,,,Ohio State,30.47
2022,4x100,W,7,,,UCF,32.33
2022,4x100,W,8,,,Coastal Carolina,43.78
2022,4x400,W,1,,,Kentucky,3:22.55
2022,4x400,W,2,,,Texas,3:23.35
2022,4x400,W,3,,,Arkansas,3:23.69
2022,4x400,W,4,,,Texas A&M,3:24.55
2022,4x400,W,5,,,South Carolina,3:25.78
2022,4x400,W,6,,,Howard,3:28.39
2022,4x400,W,7,,,UCLA,3:28.71
2022,4x400,W,8,,,Baylor,3:28.89
2022,HJ,W,1,7729642,Lamara Distin,Texas A&M,1.68m
2022,HJ,W,2,8014418,Abigail Kwarteng,Mid. Tenn. State,1.90m
2022,HJ,W,3,7731611,Rachel  Glenn,South Carolina,2.23m
2022,HJ,W,4,7003545,Sanaa Barnes,Villanova,1.88m
2022,HJ,W,5,7487638,Charity Griffith,Ball State,1.94m
2022,HJ,W,6,7511454,Nyagoa Bayak,LSU,1.92m
2022,HJ,W,6,7727577,Jenna Rogers,Nebraska,1.32m
2022,HJ,W,6,6537001,Marguerite Lorenzo,Cornell,2.03m
2022,PV,W,1,6540291,Gabriela Leon,Louisville,4.60m
2022,PV,W,2,6988330,Amanda Fassold,Arkansas,4.55m
2022,PV,W,3,6987320,Lisa Gunnarsson,LSU,4.55m
2022,PV,W,4,6562838,Rachel Baxter,Virginia Tech,4.50m
2022,PV,W,5,7495942,Julia Fixsen,Virginia Tech,4.40m
2022,PV,W,6,7707244,Sydney Horn,High Point,4.35m
2022,PV,W,7,6545350,Sophia Franklin,Michigan State,4.35m
2022,PV,W,8,6527910,Sommer Knight,East Carolina,4.30m
2022,LJ,W,1,8010897,Jasmine Moore,Florida,6.79m
2022,LJ,W,2,7091735,Deborah Acquah,Texas A&M,7.26m
2022,LJ,W,3,8036060,Tyra Gittens,Texas,5.98m
2022,LJ,W,4,6562811,Monae' Nichols,Texas Tech,5.62m
2022,LJ,W,5,7732041,Claire  Bryant,Florida,7.55m
2022,LJ,W,6,7989960,Morgan Smalls,LSU,7.31m
2022,LJ,W,7,6528087,Caira Pettway,Baylor,8.08m
2022,LJ,W,8,7958878,Ackelia Smith,Texas,5.58m
2022,TJ,W,1,8010897,Jasmine Moore,Florida,14.32m
2022,TJ,W,2,7500561,Ruth Usoro,Texas Tech,13.95m
2022,TJ,W,3,7730606,Ruta Lasmane,Texas Tech,13.89m
2022,TJ,W,4,7958878,Ackelia Smith,Texas,13.79m
2022,TJ,W,5,6997737,Titiana Marsh,Georgia,13.55m
2022,TJ,W,6,7036942,Natricia Hooper,Florida,13.44m
2022,TJ,W,7,7488539,Dominique Ruotolo,Oregon,13.27m
2022,TJ,W,8,7524308,Esther Isa,Mid. Tenn. State,13.24m
2022,SP,W,1,6701960,Adelaide Aquilla,Ohio State,22.39m
2022,SP,W,2,7727873,Jorinde Van Klinken,Arizona State,21.37m
2022,SP,W,3,7977784,Axelina Johansson,Nebraska,19.87m
2022,SP,W,4,7729144,Maria Deaviz,Virginia,22.10m
2022,SP,W,5,7722972,Jaida Ross,Oregon,12.84m
2022,SP,W,6,7530664,Divine Oladipo,Vanderbilt,20.93m
2022,SP,W,7,6461040,A'veun Moore-Jones,Southern Illinois,22.39m
2022,SP,W,8,6135492,Annina Brandenburg,Abilene Christian,15.40m
2022,DT,W,1,7727873,Jorinde Van Klinken,Arizona State,72.73m
2022,DT,W,2,6605848,Alexandra Emilianov,Kansas,73.05m
2022,DT,W,3,7002878,Malin Smith,Texas Tech,60.19m
2022,DT,W,4,6569688,Lauren Jones,Oklahoma,61.00m
2022,DT,W,5,6576296,Seasons Usual,Texas Tech,47.61m
2022,DT,W,6,7725119,Shelby Frank,Minnesota,55.97m
2022,DT,W,7,6586020,Debbie Ajagbe,Miami (Fla.),63.37m
2022,DT,W,8,7720913,Emily March,Iowa State,64.68m
2022,HT,W,1,6527542,Camryn Rogers,California,87.77m
2022,HT,W,2,8016825,Alyssa Wilson,Texas State,72.54m
2022,HT,W,3,6583863,Beatrice Llano,Arizona State,87.24m
2022,HT,W,4,7730797,Sara Killinen,Virginia Tech,72.44m
2022,HT,W,5,6901444,Shelby Moran,Arizona State,80.46m
2022,HT,W,6,7511444,Jalani Davis,Ole Miss,87.61m
2022,HT,W,7,7729246,Anna Purchase,California,56.17m
2022,HT,W,8,6574473,Madi Malone,Auburn,72.68m
2022,JT,W,1,6703200,Ashton Riner,BYU,58.24m
2022,JT,W,2,7730318,Maddie Harris,Nebraska,57.69m
2022,JT,W,3,6588923,Madison Wiltrout,North Carolina,56.46m
2022,JT,W,4,7729053,Rhema Otabor,FIU,55.92m
2022,JT,W,5,7526548,Sara Zabarino,Florida State,55.61m
2022,JT,W,6,7842838,Kate Joyce,Princeton,54.68m
2022,JT,W,7,6586855,Virginia Miller,Stanford,54.12m
2022,JT,W,8,7979191,Valentina  Barrios Bornacelli,Washington St.,54.03m
2021,100,M,1,7031139,Terrance Laird,LSU,10.05
2021,100,M,2,7721646,Shaun Maswanganyi,Houston,10.09
2021,100,M,3,7722962,Micah Williams,Oregon,10.11
2021,100,M,4,7730597,JoVaughn Martin,Florida State,10.12
2021,100,M,5,7687394,Davonte Burnett,USC,10.19
2021,100,M,6,7495800,Matthew Boling,Georgia,10.19
2021,100,M,7,7531871,Joseph Fahnbulleh,Florida,10.26
2021,100,M,8,7524764,Taylor Banks,Florida State,10.35
2021,200,M,1,7531871,Joseph Fahnbulleh,Florida,19.91
2021,200,M,2,7031139,Terrance Laird,LSU,19.94
2021,200,M,3,7721646,Shaun Maswanganyi,Houston,20.10
2021,200,M,4,6588208,Micaiah Harris,Texas,20.26
2021,200,M,5,7495800,Matthew Boling,Georgia,20.48
2021,200,M,6,7687394,Davonte Burnett,USC,20.55
2021,200,M,7,7730597,JoVaughn Martin,Florida State,20.96
2021,200,M,8,7713620,Robert Gregory,TCU,21.74
2021,400,M,1,7495470,Randolph Ross,N. Carolina A&T,57.01
2021,400,M,2,5610154,Bryce Deadmon,Texas A&M,52.44
2021,400,M,3,7729883,Noah Williams,LSU,51.22
2021,400,M,4,6533137,Trevor Stewart,N. Carolina A&T,47.66
2021,400,M,5,6531190,Dwight St Hillaire,Kentucky,35.71
2021,400,M,6,7731978,Ryan Willie,Florida,34.48
2021,400,M,7,7037364,Tyler Johnson,Ohio State,33.15
2021,400,M,8,6547908,Michael Bluth,BYU,54.18
2021,800,M,1,6972491,Isaiah Jewett,USC,1:44.68
2021,800,M,2,7729617,Brandon Miller,Texas A&M,1:44.97
2021,800,M,3,6877070,Charlie Hunter,Oregon,1:45.75
2021,800,M,4,6904283,Finley McLear,Miami (Ohio),1:45.80
2021,800,M,5,6445416,Festus  Lagat,Iowa State,1:46.33
2021,800,M,6,7720286,Shane Streich,Lipscomb,1:46.70
2021,800,M,7,7725762,Yusuf Bizimana,Texas,1:46.76
2021,800,M,8,7726156,Eric Brown,Auburn,1:46.76
2021,1500,M,1,7365737,Cole Hocker,Oregon,4:20.58
2021,1500,M,2,6422180,Yared Nuguse,Notre Dame,3:50.70
2021,1500,M,3,6443366,Waleed Suliman,Ole Miss,2:47.33
2021,1500,M,4,7379010,Eliud Kipsang,Alabama,3:40.37
2021,1500,M,5,6901779,Mario Garcia Romo,Ole Miss,3:01.49
2021,1500,M,6,5958980,Jack Salisbury,Georgetown,2:42.85
2021,1500,M,7,5467517,Diego Zarate,Virginia Tech,4:15.34
2021,1500,M,8,5489289,Paul  Ryan,Washington St.,4:17.99
2021,5000,M,1,6418651,Cooper Teare,Oregon,12:08.89
2021,5000,M,2,6587949,Luis Grijalva,Northern Arizona,12:49.35
